Security,005930 KS Equity,,,Security,NVDA US Equity,,,Security,XBTUSD BGN Curncy,,Security,STRL US Equity,,,Security,SKY US Equity,,,Security,XAU BGN Curncy,,Security,USGG10YR Index,,,Security,XAG BGN Curncy,,Security,BRK/B US Equity,,,Security,VOO US Equity,,,Security,AZN LN Equity,,,Security,JNJ US Equity,,,Security,PKN PW Equity,,,Security,ASML NA Equity,,,Security,IVV US Equity,,,Security,SAP GY Equity,,,Security,MA US Equity,,,Security,ELCID IB Equity,,,Security,TMO US Equity,,,Security,UNOMINDA IN Equity,,,Security,AAPL UW Equity,,,,,,Security,AVGO US Equity,,,,,,Security,ANET US Equity,,,,,,Security,9992 HK Equity,,,,,,Security,WMT US Equity,,,,,,Security,NFLX US Equity,,,,,,Security,TTAN IN Equity,,,,,,Security,RELIANCE IN Equity,,,
2016-08-31,32400,32400,,2016-08-31,1.5335,1.5335,,2016-08-31,572.41,,2016-08-31,6.45,6.45,,2016-08-31,12,11.99,,2016-08-31,1308.97,,2016-08-31,1.58,8.7336,,2016-08-31,18.655,,2016-08-31,150.49,150.37,,2016-08-31,199.52,199.47,,2016-08-31,4909,4909,,2016-08-31,119.34,119.31,,2016-08-31,65,64.66,,2016-08-31,95.37,95.35,,2016-08-31,218.65,218.63,,2016-08-31,78.76,78.94,,2016-08-31,96.63,96.65,,2016-08-31,2.73,#N/A N/A,,2016-08-31,152.19,152.16,,2016-08-31,41.87,41.87,,2016-08-31,26.525,26.5275,,2%,,,2016-08-31,17.642,17.639,,8.9%,,,2016-08-31,4.98,4.9794,,11.8%,,,,,,,,,,2016-08-31,23.8133,23.8033,,-2.1%,,,2016-08-31,97.45,97.44,,6.8%,,,2016-09-30,395.1,395.1,,-5.6%,,,2016-09-30,244.5,244.5,,2.2%
2016-07-29,30780,30780,,2016-07-29,1.4275,1.4273,,2016-07-31,632,,2016-07-29,5.82,5.83,,2016-07-29,9.22,9.22,,2016-07-29,1351.28,,2016-07-29,1.4531,-1.1292,,2016-07-29,20.3363,,2016-07-29,144.27,144.16,,2016-07-29,199.28,199.21,,2016-07-29,5048,5046,,2016-07-29,125.23,125.07,,2016-07-29,62.45,62.45,,2016-07-29,98.94,98.92,,2016-07-29,218.37,218.35,,2016-07-29,78.41,78.28,,2016-07-29,95.24,95.24,,2016-07-29,2.73,#N/A N/A,,2016-07-29,158.84,158.75,,2016-07-29,38.8,38.47,,2016-07-29,26.0525,26.045,,9%,,,2016-07-29,16.198,16.198,,4.2%,,,2016-07-29,4.4544,4.4563,,10.7%,,,,,,,,,,2016-07-29,24.3233,24.3167,,-0.1%,,,2016-07-29,91.25,91.23,,-0.3%,,,2016-08-31,418.5,418.5,,-0.7%,,,2016-08-31,239.15,236.33,,4.4%
2016-06-30,28500,28500,,2016-06-30,1.1752,1.1752,,2016-06-30,665.27,,2016-06-30,4.91,4.92,,2016-06-30,9.4,9.49,,2016-06-30,1321.9,,2016-06-30,1.4697,-20.3786,,2016-06-30,18.7148,,2016-06-30,144.79,144.75,,2016-06-30,192.2,192.21,,2016-06-30,4467,4465.5,,2016-06-30,121.3,121.28,,2016-06-30,69.05,69.05,,2016-06-30,88.39,88.38,,2016-06-30,210.5,210.68,,2016-06-30,67.16,67.18,,2016-06-30,88.06,88.09,,2016-06-30,2.73,#N/A N/A,,2016-06-30,147.76,147.75,,2016-06-30,38.71,38.57,,2016-06-30,23.9,23.9,,-4%,,,2016-06-30,15.54,15.54,,0.7%,,,2016-06-30,4.0238,4.0238,,-12.2%,,,,,,,,,,2016-06-30,24.34,24.34,,3.2%,,,2016-06-30,91.48,91.48,,-10.8%,,,2016-07-29,421.4,419.05,,3.7%,,,2016-07-29,228.98,228.98,,4.7%
2016-05-31,25840,25840,,2016-05-31,1.168,1.168,,2016-05-31,521.74,,2016-05-31,5.05,5.05,,2016-05-31,10.32,10.23,,2016-05-31,1215.32,,2016-05-31,1.8458,0.6854,,2016-05-31,15.9956,,2016-05-31,140.54,141.18,,2016-05-31,192.54,192.53,,2016-05-31,4028,4028,,2016-05-31,112.69,112.71,,2016-05-31,69.18,69.18,,2016-05-31,89.4,89.31,,2016-05-31,210.97,210.97,,2016-05-31,72.96,72.77,,2016-05-31,95.9,95.89,,2016-05-31,2.73,#N/A N/A,,2016-05-31,151.77,151.73,,2016-05-31,39.7,39.7,,2016-05-31,24.965,24.95,,7%,,,2016-05-31,15.436,15.425,,5.9%,,,2016-05-31,4.5806,4.5788,,10.0%,,,,,,,,,,2016-05-31,23.5933,23.5867,,5.8%,,,2016-05-31,102.57,102.57,,13.9%,,,2016-06-30,406.25,406.25,,12.7%,,,2016-06-30,218.66,218.66,,1.2%
2016-04-29,24900,24900,,2016-04-29,0.8883,0.888,,2016-04-30,455.15,,2016-04-29,5.24,5.2,,2016-04-29,9.05,9.05,,2016-04-29,1293.53,,2016-04-29,1.8333,3.6537,,2016-04-29,17.847,,2016-04-29,145.48,145.44,,2016-04-29,189.22,189.22,,2016-04-29,3928,3928,,2016-04-29,112.08,112.08,,2016-04-29,68.75,68.74,,2016-04-29,84.4,84.39,,2016-04-29,207.46,207.41,,2016-04-29,68.32,68.28,,2016-04-29,96.99,96.99,,2016-04-29,2.73,#N/A N/A,,2016-04-29,144.25,144.22,,2016-04-29,33.02,32.93,,2016-04-29,23.435,23.435,,-14%,,,2016-04-29,14.575,14.573,,-5.7%,,,2016-04-29,4.1638,4.1644,,5.6%,,,,,,,,,,2016-04-29,22.29,22.2933,,-2.4%,,,2016-04-29,90.03,90.01,,-11.9%,,,2016-05-31,360.5,354,,1.3%,,,2016-05-31,216.11,216.11,,-2.5%
2016-03-31,26240,26220,,2016-03-31,0.8908,0.8903,,2016-03-31,416.85,,2016-03-31,5.15,5.15,,2016-03-31,9.26,9.26,,2016-03-31,1232.75,,2016-03-31,1.7687,1.9548,,2016-03-31,15.4375,,2016-03-31,141.88,141.82,,2016-03-31,188.56,188.49,,2016-03-31,3902.5,3902.5,,2016-03-31,108.2,108.17,,2016-03-31,73.9,73.7,,2016-03-31,89.28,89.28,,2016-03-31,206.65,206.59,,2016-03-31,71.1,71.11,,2016-03-31,94.5,94.46,,2016-03-31,2.73,#N/A N/A,,2016-03-31,141.59,141.54,,2016-03-31,33.25,32.77,,2016-03-31,27.2475,27.24,,13%,,,2016-03-31,15.45,15.449,,15.3%,,,2016-03-31,3.9438,3.9425,,-7.9%,,,,,,,,,,2016-03-31,22.83,22.83,,3.2%,,,2016-03-31,102.23,102.22,,9.4%,,,2016-04-29,355.9,355.9,,5.0%,,,2016-04-29,221.71,221.71,,-6.0%
2016-02-29,23560,23560,,2016-02-29,0.784,0.784,,2016-02-29,433.91,,2016-02-29,5.4,5.31,,2016-02-29,4.03,4.03,,2016-02-29,1238.67,,2016-02-29,1.7347,-9.691,,2016-02-29,14.91,,2016-02-29,134.17,133.95,,2016-02-29,177.38,177.38,,2016-02-29,4107,4106,,2016-02-29,105.21,105.06,,2016-02-29,63.92,63.9,,2016-02-29,84.62,84.62,,2016-02-29,194.51,194.46,,2016-02-29,69.94,69.82,,2016-02-29,86.92,86.92,,2016-02-29,2.73,#N/A N/A,,2016-02-29,129.19,129.13,,2016-02-29,25.48,25.24,,2016-02-29,24.1725,24.1625,,-1%,,,2016-02-29,13.397,13.388,,0.2%,,,2016-02-29,4.2838,4.2825,,14.2%,,,,,,,,,,2016-02-29,22.1133,22.1,,0.0%,,,2016-02-29,93.41,93.42,,1.7%,,,2016-03-31,339.1,335.6,,7.0%,,,2016-03-31,235.82,235.82,,8.1%
2016-01-29,23000,23000,,2016-01-29,0.7323,0.732,,2016-01-31,377.29,,2016-01-29,5.38,5.37,,2016-01-29,4.5,4.43,,2016-01-29,1118.21,,2016-01-29,1.9209,-15.3568,,2016-01-29,14.26,,2016-01-29,129.77,129.5,,2016-01-29,177.75,177.56,,2016-01-29,4487.5,4486,,2016-01-29,104.44,104.32,,2016-01-29,62.25,62.1,,2016-01-29,84.22,84.21,,2016-01-29,194.62,194.62,,2016-01-29,73.19,72.91,,2016-01-29,89.03,88.8,,2016-01-29,2.73,#N/A N/A,,2016-01-29,132.06,131.93,,2016-01-29,26.86,26.77,,2016-01-29,24.335,24.2775,,-8%,,,2016-01-29,13.371,13.359,,-7.9%,,,2016-01-29,3.7519,3.7519,,-22.9%,,,,,,,,,,2016-01-29,22.12,22.1167,,8.3%,,,2016-01-29,91.84,91.8,,-19.7%,,,2016-02-29,316.8,316.8,,-12.9%,,,2016-02-29,218.09,218.09,,-6.6%
2015-12-30,25200,25200,,2015-12-31,0.824,0.824,,2015-12-31,432.12,,2015-12-31,6.08,6.07,,2015-12-31,3.5558,3.46,,2015-12-31,1061.1,,2015-12-31,2.2694,2.8729,,2015-12-31,13.8482,,2015-12-31,132.04,131.95,,2015-12-31,186.93,186.93,,2015-12-31,4616.5,4616,,2015-12-31,102.72,102.69,,2015-12-30,67.85,68.23,,2015-12-31,82.55,82.52,,2015-12-31,204.87,204.91,,2015-12-30,73.38,73.6,,2015-12-31,97.36,97.42,,2015-12-31,2.73,#N/A N/A,,2015-12-31,141.85,141.84,,2015-12-31,30.68,30.68,,2015-12-31,26.315,26.305,,-11%,,,2015-12-31,14.515,14.514,,11.3%,,,2015-12-31,4.865,4.8594,,5.9%,,,,,,,,,,2015-12-31,20.4333,20.4333,,4.2%,,,2015-12-31,114.38,114.38,,-7.3%,,,2016-01-29,363.7,363.9,,4.8%,,,2016-01-29,233.6,233.3,,2.0%
2015-11-30,25680,25680,,2015-11-30,0.793,0.7928,,2015-11-30,376.82,,2015-11-30,5.45,5.44,,2015-11-30,3.7,3.63,,2015-11-30,1064.77,,2015-11-30,2.206,2.9829,,2015-11-30,14.0848,,2015-11-30,134.09,134.3,,2015-11-30,191.37,191.31,,2015-11-30,4502.5,4502.5,,2015-11-30,101.24,101.47,,2015-11-30,67.93,67.93,,2015-11-30,87.47,87.47,,2015-11-30,209.87,209.85,,2015-11-30,74.59,74.38,,2015-11-30,97.92,97.98,,2015-11-30,2.73,#N/A N/A,,2015-11-30,138.4,138.4,,2015-11-30,28.72,28.72,,2015-11-30,29.575,29.575,,-1%,,,2015-11-30,13.045,13.047,,#DIV/0!,,,2015-11-30,4.595,4.5931,,14.0%,,,,,,,,,,2015-11-30,19.6133,19.62,,2.8%,,,2015-11-30,123.33,123.33,,#DIV/0!,,,2015-12-31,347.15,347.15,,-9.1%,,,2015-12-31,228.91,227.76,,5.0%
,,,,2015-10-30,0.7093,0.709,,2015-10-31,323.23,,,,,,,,,,,,,,,,,,,,,,,,2015-10-30,190.56,190.56,,,,,,,,,,2015-10-30,62.77,62.74,,,,,,2015-10-30,209.05,209.03,,,,,,,,,,,,,,,,,,,,,,2015-10-30,29.875,29.875,,,,,,,,,,,,2015-10-30,4.0319,4.0306,,#DIV/0!,,,,,,,,,,2015-10-30,19.08,19.0833,,#DIV/0!,,,,,,,,,,2015-11-30,381.8,381.8,,#DIV/0!,,,2015-11-30,217.91,217.91,,#DIV/0!
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-09-30,66.2,66.2,,,,,,2015-09-30,192.71,192.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42247,73.83,73.79,,,,,,42247,198.75,198.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42216,76.14,76,,,,,,42216,211.76,211.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42185,73.83,73.3,,,,,,42185,207.22,207.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42153,70.65,70.65,,,,,,42153,212.58,212.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42124,68.48,68.36,,,,,,42124,209.85,209.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42094,59.25,58.95,,,,,,42094,207.83,207.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42062,54.61,54.21,,,,,,42062,212.21,212.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42034,54.85,54.7,,,,,,42034,200.87,200.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42003,48.92,48.35,,,,,,42004,206.87,206.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41971,45.17,45.17,,,,,,41971,208.58,208.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41943,41.93,41.9,,,,,,41943,202.99,202.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41912,41.25,41.23,,,,,,41912,198.26,198.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41880,39.43,39.25,,,,,,41880,201.96,201.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41851,37,37,,,,,,41851,194.25,194.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41820,41,40.81,,,,,,41820,197,197.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41789,42.18,42.18,,,,,,41789,193.87,193.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41759,45.3,45.3,,,,,,41759,189.54,189.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41729,43.22,43.02,,,,,,41729,188.14,187.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41698,43.7,43.7,,,,,,41698,187.34,187.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41670,38.79,38.79,,,,,,41670,179.17,179.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41638,41,41.02,,,,,,41639,185.65,185.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41607,47.9,47.9,,,,,,41607,181.96,181.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41578,43.5,43.5,,,,,,41578,176.69,176.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41547,44.15,44.12,,,,,,41547,168.9,169.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41516,44.99,44.93,,,,,,41516,164.4,164.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41486,43.45,43.45,,,,,,41486,169.55,169.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41453,46.6,46.6,,,,,,41453,160.88,161.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41425,53,53,,,,,,41425,164.3,164.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41394,49,49,,,,,,41394,160.45,160.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41361,51.4,51.4,,,,,,41361,157.36,157.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41333,53.65,53.65,,,,,,41333,152.5,152.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41305,49,49,,,,,,41305,150.46,150.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41271,49.5,51.7,,,,,,41274,143.14,143.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41243,45.7,45.67,,,,,,41243,142.71,142.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41213,43.8,43.7,,,,,,41213,141.48,141.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41180,45.5,45.25,,,,,,41180,144.4,144.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41152,39.05,39.05,,,,,,41152,141.88,141.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41121,35.8,35.8,,,,,,41121,138.45,138.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41089,37.41,37.41,,,,,,41089,136.75,136.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41060,33.25,33.25,,,,,,41060,131.85,131.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41029,36.79,36.7,,,,,,41029,140.28,140.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40998,37.35,37.3,,,,,,40998,141.21,141.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40968,35.52,35.35,,,,,,40968,137.32,137.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40939,36.72,36.72,,,,,,40939,131.77,131.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40907,33.9,33.6,,,,,,40907,125.96,126.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40877,40.19,40.1,,,,,,40877,125.4,125.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40847,39.45,39.45,,,,,,40847,125.8,125.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40816,36.49,36.2,,,,,,40816,113.69,113.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40786,39.59,39.45,,,,,,40786,122.64,122.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40753,46.78,46.51,,,,,,40753,129.81,129.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40724,51.75,51.7,,,,,,40724,132.42,132.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40694,54,53.95,,,,,,40694,135.31,135.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40662,55.3,55,,,,,,40662,136.94,137.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40633,52.65,52.65,,,,,,40633,133.01,132.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40602,45.6,45.58,,,,,,40602,133.62,133.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40574,47.7,47.55,,,,,,40574,129.15,129.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
