Security,005930 KS Equity,,,Security,NVDA US Equity,,,Security,XBTUSD BGN Curncy,,Security,STRL US Equity,,,Security,SKY US Equity,,,Security,XAU BGN Curncy,,Security,USGG10YR Index,,,Security,XAG BGN Curncy,,Security,BRK/B US Equity,,,Security,VOO US Equity,,,Security,AZN LN Equity,,,Security,JNJ US Equity,,,Security,PKN PW Equity,,,Security,ASML NA Equity,,,Security,IVV US Equity,,,Security,SAP GY Equity,,,Security,MA US Equity,,,Security,ELCID IB Equity,,,Security,TMO US Equity,,,Security,UNOMINDA IN Equity,,,Security,AAPL UW Equity,,,,,,Security,AVGO US Equity,,,,,,Security,ANET US Equity,,,,,,Security,9992 HK Equity,,,,,,Security,WMT US Equity,,,,,,Security,NFLX US Equity,,,,,,Security,TTAN IN Equity,,,,,,Security,RELIANCE IN Equity,,,
2023-02-28,60600,60600,,2023-02-28,23.216,23.21,,2023-02-28,23146.88,,2023-02-28,38.46,38.38,,2023-02-28,68.41,68.45,,2023-02-28,1826.92,,2023-02-28,3.92,11.7815,,2023-02-28,20.9114,,2023-02-28,305.18,304.8,,2023-02-28,364.11,364.07,,2023-02-28,10880,10880,,2023-02-28,153.26,153.2,,2023-02-28,66.66,66.64,,2023-02-28,584,583.9,,2023-02-28,397.97,397.98,,2023-02-28,107.48,107.46,,2023-02-28,355.29,354.76,,2023-02-28,3.06,#N/A N/A,,2023-02-28,541.76,541.35,,2023-02-28,506.85,504.6,,2023-02-28,147.41,147.39,,2%,,,2023-02-28,59.429,59.404,,1.6%,,,2023-02-28,34.675,34.65,,10.1%,,,2023-02-28,21.8,21.7,,-14.0%,,,2023-02-28,47.3767,47.3533,,-1.2%,,,2023-02-28,322.13,322.07,,-9.0%,,,2023-03-31,2514.9,2514.9,,6.0%,,,2023-03-31,1061.82,1061.82,,0.4%
2023-01-31,61000,61000,,2023-01-31,19.537,19.537,,2023-01-31,22950.56,,2023-01-31,36.39,36.38,,2023-01-31,58.95,58.94,,2023-01-31,1928.36,,2023-01-31,3.5069,-9.4956,,2023-01-31,23.7305,,2023-01-31,311.52,311.5,,2023-01-31,373.44,373.46,,2023-01-31,10590,10590,,2023-01-31,163.42,163.42,,2023-01-31,64.92,64.92,,2023-01-31,602.6,602.6,,2023-01-31,408.31,408.31,,2023-01-31,108.38,108.18,,2023-01-31,370.6,370.54,,2023-01-31,3.06,#N/A N/A,,2023-01-31,570.33,570.34,,2023-01-31,488,488,,2023-01-31,144.29,144.29,,11%,,,2023-01-31,58.501,58.504,,4.6%,,,2023-01-31,31.505,31.5075,,3.8%,,,2023-01-31,25.35,25.3,,27.9%,,,2023-01-31,47.9567,47.9533,,1.5%,,,2023-01-31,353.86,353.93,,20.0%,,,2023-02-28,2372.8,2374.2,,-0.2%,,,2023-02-28,1057.95,1056.24,,-1.3%
2022-12-29,55300,55300,,2022-12-30,14.614,14.615,,2022-12-31,16539.5,,2022-12-30,32.8,32.77,,2022-12-30,51.51,51.49,,2022-12-30,1824.02,,2022-12-30,3.8748,7.4712,,2022-12-30,23.9545,,2022-12-30,308.9,308.97,,2022-12-30,351.34,351.38,,2022-12-30,11218,11218,,2022-12-30,176.65,176.67,,2022-12-30,64.24,64.3,,2022-12-30,503.8,503.8,,2022-12-30,384.21,384.16,,2022-12-30,96.39,96.33,,2022-12-30,347.73,347.74,,2022-12-30,3.06,#N/A N/A,,2022-12-30,550.69,550.7,,2022-12-30,521.2,518.9,,2022-12-30,129.93,129.91,,-12%,,,2022-12-30,55.913,55.912,,1.5%,,,2022-12-30,30.3375,30.34,,-12.9%,,,2022-12-30,19.82,19.8,,14.3%,,,2022-12-30,47.2633,47.2633,,-7.0%,,,2022-12-30,294.88,294.86,,-3.5%,,,2023-01-31,2377.15,2377.15,,-8.5%,,,2023-01-31,1072.21,1072.21,,-7.6%
2022-11-30,62200,62100,,2022-11-30,16.923,16.925,,2022-11-30,17104.5,,2022-11-30,32.75,32.76,,2022-11-30,51.99,51.99,,2022-11-30,1768.52,,2022-11-30,3.6054,-10.929,,2022-11-30,22.1943,,2022-11-30,318.6,318.12,,2022-11-30,374.49,374.49,,2022-11-30,11166,11166,,2022-11-30,178,177.91,,2022-11-30,65.3,65.26,,2022-11-30,561.1,561.1,,2022-11-30,409.32,409.25,,2022-11-30,104.46,104.42,,2022-11-30,356.4,356.09,,2022-11-30,2.92,#N/A N/A,,2022-11-30,560.22,560.52,,2022-11-30,550.15,548.95,,2022-11-30,148.03,148,,-3%,,,2022-11-30,55.103,55.097,,17.2%,,,2022-11-30,34.825,34.8175,,15.3%,,,2022-11-30,17.34,17.34,,70.7%,,,2022-11-30,50.8067,50.7433,,7.1%,,,2022-11-30,305.53,305.39,,4.7%,,,2022-12-30,2597.5,2597.5,,-2.1%,,,2022-12-30,1160.28,1160.28,,-6.7%
2022-10-31,59400,59400,,2022-10-31,13.497,13.497,,2022-10-31,20405.66,,2022-10-31,26.99,26.97,,2022-10-31,58.21,58.26,,2022-10-31,1633.56,,2022-10-31,4.0478,5.7247,,2022-10-31,19.1645,,2022-10-31,295.09,295.16,,2022-10-31,354.95,354.92,,2022-10-31,10254,10252,,2022-10-31,173.97,174.03,,2022-10-31,54.92,54.92,,2022-10-31,478,478,,2022-10-31,387.79,387.79,,2022-10-31,97.67,97.53,,2022-10-31,328.18,327.9,,2022-10-31,2.42,#N/A N/A,,2022-10-31,513.97,513.92,,2022-10-31,536.7,536.7,,2022-10-31,153.34,153.45,,11%,,,2022-10-31,47.012,46.998,,5.9%,,,2022-10-31,30.215,30.25,,7.1%,,,2022-10-31,10.16,10.16,,-29.6%,,,2022-10-31,47.4433,47.46,,9.7%,,,2022-10-31,291.88,291.93,,24.0%,,,2022-11-30,2653,2655,,-3.9%,,,2022-11-30,1244.17,1244.17,,7.1%
2022-09-30,53100,53000,,2022-09-30,12.139,12.135,,2022-09-30,19425.13,,2022-09-30,21.47,21.47,,2022-09-30,52.87,52.86,,2022-09-30,1660.61,,2022-09-30,3.8286,19.9208,,2022-09-30,19.0283,,2022-09-30,267.02,267.22,,2022-09-30,328.3,328.21,,2022-09-30,9944,9940,,2022-09-30,163.36,163.54,,2022-09-30,53.54,53.54,,2022-09-30,433.6,433.6,,2022-09-30,358.65,358.65,,2022-09-30,84.12,83.96,,2022-09-30,284.34,284.73,,2022-09-30,2.31,#N/A N/A,,2022-09-30,507.19,507.45,,2022-09-30,559.1,554,,2022-09-30,138.2,138.08,,-12%,,,2022-09-30,44.401,44.388,,-11.0%,,,2022-09-30,28.2225,28.2225,,-5.8%,,,2022-09-30,14.44,14.44,,-29.4%,,,2022-09-30,43.2333,43.26,,-2.2%,,,2022-09-30,235.44,235.41,,5.3%,,,2022-10-31,2761.5,2761.5,,5.9%,,,2022-10-31,1161.38,1159.71,,7.2%
2022-08-31,59700,59600,,2022-08-31,15.094,15.093,,2022-08-31,20196.67,,2022-08-31,25.29,25.28,,2022-08-31,56.67,56.67,,2022-08-31,1711.04,,2022-08-31,3.1926,20.5351,,2022-08-31,17.992,,2022-08-31,280.8,280.77,,2022-08-31,363.15,363.15,,2022-08-31,10644,10644,,2022-08-31,161.34,161.34,,2022-08-31,60.98,60.98,,2022-08-31,484.65,484.65,,2022-08-31,397.18,397.14,,2022-08-31,84.94,84.86,,2022-08-31,324.37,324.35,,2022-08-30,2.31,#N/A N/A,,2022-08-31,545.32,545.5,,2022-08-30,578.05,578.05,,2022-08-31,157.22,157.17,,-3%,,,2022-08-31,49.911,49.902,,-6.8%,,,2022-08-31,29.97,29.9725,,2.8%,,,2022-08-31,20.45,20.4,,13.6%,,,2022-08-31,44.1833,44.2133,,0.4%,,,2022-08-31,223.56,223.52,,-0.6%,,,2022-09-30,2606.95,2606.95,,0.1%,,,2022-09-30,1083.1,1083.1,,-9.9%
2022-07-29,61400,61300,,2022-07-29,18.163,18.159,,2022-07-31,23807.28,,2022-07-29,25.71,25.71,,2022-07-29,63.3,63.23,,2022-07-29,1765.94,,2022-07-29,2.6487,-12.0867,,2022-07-29,20.3584,,2022-07-29,300.6,300.63,,2022-07-29,378.79,378.72,,2022-07-29,10844,10840,,2022-07-29,174.52,174.48,,2022-07-29,75.52,75.22,,2022-07-29,555.4,555.3,,2022-07-29,414.28,414.18,,2022-07-29,90.68,90.69,,2022-07-29,353.79,353.88,,2022-07-29,2.31,#N/A N/A,,2022-07-29,598.41,598.41,,2022-07-29,508.8,508.8,,2022-07-29,162.51,162.57,,19%,,,2022-07-29,53.548,53.547,,10.2%,,,2022-07-29,29.1575,29.1775,,24.4%,,,2022-07-29,18,17.98,,-52.5%,,,2022-07-29,44.0167,44.01,,8.6%,,,2022-07-29,224.9,224.89,,28.6%,,,2022-08-30,2604.65,2590.9,,10.7%,,,2022-08-30,1201.62,1201.62,,5.1%
2022-06-30,57000,57000,,2022-06-30,15.159,15.16,,2022-06-30,18731.3,,2022-06-30,21.92,21.9,,2022-06-30,47.42,47.38,,2022-06-30,1807.27,,2022-06-30,3.0129,5.9353,,2022-06-30,20.279,,2022-06-30,273.02,273.02,,2022-06-30,346.88,346.78,,2022-06-30,10800,10800,,2022-06-30,177.51,177.85,,2022-06-30,68.52,68.52,,2022-06-30,455.85,455.8,,2022-06-30,379.15,379.21,,2022-06-30,86.93,86.71,,2022-06-30,315.48,315.51,,2022-06-30,2.31,2.42,,2022-06-30,543.28,543.85,,2022-06-30,461.58,461.2,,2022-06-30,136.72,136.76,,-8%,,,2022-06-30,48.581,48.605,,-16.3%,,,2022-06-30,23.435,23.445,,-8.3%,,,2022-06-30,37.9,37.8,,25.3%,,,2022-06-30,40.5267,40.53,,-5.5%,,,2022-06-30,174.87,174.92,,-11.4%,,,2022-07-29,2352.05,2352.05,,21.2%,,,2022-07-29,1143.09,1143.09,,-3.3%
2022-05-31,67400,67300,,2022-05-31,18.672,18.66,,2022-05-31,31788.28,,2022-05-31,24.61,24.55,,2022-05-31,53.13,53.06,,2022-05-31,1837.35,,2022-05-31,2.8441,-3.0505,,2022-05-31,21.55,,2022-05-31,315.98,316.2,,2022-05-31,379.68,379.58,,2022-05-31,10454,10452,,2022-05-31,179.53,179.4,,2022-05-31,73.9,73.9,,2022-05-31,536,536,,2022-05-31,414.87,414.75,,2022-05-31,92.79,92.12,,2022-05-31,357.87,358.04,,2022-05-31,2.1,2.1,,2022-05-31,567.57,567.73,,2022-05-31,461.15,458.38,,2022-05-31,148.84,148.74,,-6%,,,2022-05-31,58.013,57.991,,4.6%,,,2022-05-31,25.57,25.57,,-11.5%,,,2022-05-31,30.25,30.2,,-16.4%,,,2022-05-31,42.8767,42.9067,,-15.9%,,,2022-05-31,197.44,197.31,,3.7%,,,2022-06-30,1941.25,1941.25,,-12.4%,,,2022-06-30,1182.35,1177.5,,-1.4%
2022-04-29,67400,67400,,2022-04-29,18.547,18.546,,2022-04-30,38334.7,,2022-04-29,22.89,22.85,,2022-04-29,51.04,50.99,,2022-04-29,1896.93,,2022-04-29,2.9336,25.4756,,2022-04-29,22.7768,,2022-04-29,322.83,321.86,,2022-04-29,378.7,378.75,,2022-04-29,10688,10688,,2022-04-29,180.46,180.51,,2022-04-29,75.32,75.2,,2022-04-29,548,548,,2022-04-29,413.56,413.81,,2022-04-29,97.56,97.38,,2022-04-29,363.38,363.38,,2022-04-29,2,2.1,,2022-04-29,552.92,553.14,,2022-04-29,457.35,455,,2022-04-29,157.65,157.66,,-10%,,,2022-04-29,55.439,55.439,,-12.0%,,,2022-04-29,28.8925,28.895,,-16.8%,,,2022-04-29,36.2,36.1,,5.2%,,,2022-04-29,50.9967,51,,2.7%,,,2022-04-29,190.36,190.35,,-49.2%,,,2022-05-31,2216,2216,,-9.9%,,,2022-05-31,1199.21,1193.76,,-5.6%
2022-03-31,69600,69600,,2022-03-31,27.286,27.274,,2022-03-31,45767.58,,2022-03-31,26.8,26.75,,2022-03-31,54.88,54.87,,2022-03-31,1937.44,,2022-03-31,2.338,28.1062,,2022-03-31,24.793,,2022-03-31,352.91,352.93,,2022-03-31,415.17,415.18,,2022-03-31,10132,10132,,2022-03-31,177.23,177.23,,2022-03-31,76.02,76,,2022-03-31,610,610,,2022-03-31,453.69,453.6,,2022-03-31,101.12,101.06,,2022-03-31,357.38,357.42,,2022-03-31,2,2.1,,2022-03-31,590.65,591.22,,2022-03-31,466.15,466.15,,2022-03-31,174.61,174.67,,6%,,,2022-03-31,62.968,62.953,,7.2%,,,2022-03-31,34.745,34.7225,,13.2%,,,2022-03-31,34.4,34.35,,-12.1%,,,2022-03-31,49.64,49.6467,,10.2%,,,2022-03-31,374.59,374.59,,-5.1%,,,2022-04-29,2458.2,2458.2,,-3.1%,,,2022-04-29,1271,1271,,5.9%
2022-02-28,72100,72100,,2022-02-28,24.385,24.381,,2022-02-28,41654.97,,2022-02-28,29.53,29.53,,2022-02-28,67.24,67.24,,2022-02-28,1908.99,,2022-02-28,1.825,2.7203,,2022-02-28,24.45,,2022-02-28,321.45,321.2,,2022-02-28,401.36,401.43,,2022-02-28,9059,9054,,2022-02-28,164.57,164.57,,2022-02-28,71.06,71.06,,2022-02-28,598.9,598.7,,2022-02-28,438.72,438.59,,2022-02-28,101.32,101.18,,2022-02-28,360.82,360.61,,2022-02-28,2,2.1,,2022-02-28,544,543.71,,2022-02-28,459.45,459.4,,2022-02-28,165.12,165.1,,-6%,,,2022-02-28,58.744,58.777,,0.3%,,,2022-02-28,30.6825,30.6925,,-1.3%,,,2022-02-28,39.15,39.05,,1.8%,,,2022-02-28,45.0533,45.0533,,-3.3%,,,2022-02-28,394.52,394.72,,-7.6%,,,2022-03-31,2536.15,2536.15,,-0.4%,,,2022-03-31,1200.16,1199.8,,11.7%
2022-01-28,73300,73300,,2022-01-31,24.486,24.471,,2022-01-31,38437.84,,2022-01-31,25.41,25.41,,2022-01-31,67.34,67.29,,2022-01-31,1797.17,,2022-01-31,1.7767,17.6533,,2022-01-31,22.466,,2022-01-31,313.02,312.95,,2022-01-31,413.69,413.46,,2022-01-31,8617,8616,,2022-01-31,172.29,172.23,,2022-01-31,71,71.78,,2022-01-31,594.2,593.9,,2022-01-31,451.77,451.77,,2022-01-31,110.4,109.8,,2022-01-31,386.38,386.02,,2022-01-31,2,#N/A N/A,,2022-01-31,581.3,580.98,,2022-01-31,551.58,551.58,,2022-01-31,174.78,174.58,,-2%,,,2022-01-31,58.588,58.597,,-12.0%,,,2022-01-31,31.0775,31.0675,,-13.5%,,,2022-01-31,38.45,38.35,,-14.0%,,,2022-01-31,46.6033,46.5967,,-3.4%,,,2022-01-31,427.14,427.01,,-29.1%,,,2022-02-28,2546.55,2546.55,,7.9%,,,2022-02-28,1074.81,1071.39,,-1.1%
2021-12-30,78300,78300,,2021-12-31,29.411,29.411,,2021-12-31,46333.65,,2021-12-31,26.3,26.24,,2021-12-31,78.98,78.98,,2021-12-31,1829.2,,2021-12-31,1.5101,4.5561,,2021-12-31,23.3083,,2021-12-31,299,298.95,,2021-12-31,436.57,436.58,,2021-12-31,8678,8674,,2021-12-31,171.07,171.03,,2021-12-30,74.34,73.9,,2021-12-31,706.7,706.7,,2021-12-31,476.99,476.95,,2021-12-30,124.9,124.32,,2021-12-31,359.32,359.33,,2021-12-31,2,#N/A N/A,,2021-12-31,667.24,667.44,,2021-12-31,612.42,612.63,,2021-12-31,177.57,177.59,,7%,,,2021-12-31,66.541,66.544,,20.2%,,,2021-12-31,35.9375,35.935,,15.9%,,,2021-12-31,44.7,44.7,,-17.1%,,,2021-12-31,48.23,48.2367,,2.9%,,,2021-12-31,602.44,602.44,,-6.1%,,,2022-01-31,2360.3,2357,,-6.4%,,,2022-01-31,1087.13,1084.6,,0.8%
2021-11-30,71300,71300,,2021-11-30,32.676,32.675,,2021-11-30,57138.67,,2021-11-30,25.77,25.67,,2021-11-30,78.25,78.2,,2021-11-30,1774.52,,2021-11-30,1.4443,-6.9477,,2021-11-30,22.8355,,2021-11-30,276.69,276.7,,2021-11-30,419.06,419.11,,2021-11-30,8276,8276,,2021-11-30,155.93,155.95,,2021-11-30,71.88,71.62,,2021-11-30,699.6,699.6,,2021-11-30,457.63,457.76,,2021-11-30,113.18,113.98,,2021-11-30,314.92,314.71,,2021-11-30,2,2.1,,2021-11-30,632.83,633.15,,2021-11-30,453.2,453.2,,2021-11-30,165.3,165.43,,10%,,,2021-11-30,55.368,55.342,,4.1%,,,2021-11-30,31.015,31.0125,,21.1%,,,2021-11-30,53.9,53.9,,17.3%,,,2021-11-30,46.8767,46.8633,,-5.9%,,,2021-11-30,641.9,641.77,,-7.0%,,,2021-12-31,2522.4,2512,,6.2%,,,2021-12-31,1078.72,1078.72,,-1.5%
2021-10-29,69800,69800,,2021-10-29,25.567,25.563,,2021-10-31,60975.98,,2021-10-29,24.04,24.03,,2021-10-29,63.32,63.3,,2021-10-29,1783.38,,2021-10-29,1.5521,4.3582,,2021-10-29,23.903,,2021-10-29,287.01,286.83,,2021-10-29,422.16,422.19,,2021-10-29,9094,9093,,2021-10-29,162.88,162.86,,2021-10-29,86.06,86.02,,2021-10-29,700.5,700.5,,2021-10-29,460.99,461.04,,2021-10-29,125.32,125.18,,2021-10-29,335.52,335.35,,2021-10-29,2,2.1,,2021-10-29,633.07,632.91,,2021-10-29,390.78,385.5,,2021-10-29,149.8,149.75,,6%,,,2021-10-29,53.167,53.159,,9.6%,,,2021-10-29,25.6056,25.6063,,19.2%,,,2021-10-29,45.95,45.9,,-13.7%,,,2021-10-29,49.8067,49.8067,,7.2%,,,2021-10-29,690.31,690.31,,13.1%,,,2021-11-30,2375.5,2374.9,,-0.3%,,,2021-11-30,1095.69,1093.69,,-5.2%
2021-09-30,74100,74100,,2021-09-30,20.716,20.702,,2021-09-30,43436.35,,2021-09-30,22.67,22.67,,2021-09-30,60.06,60.01,,2021-09-30,1756.95,,2021-09-30,1.4873,13.6429,,2021-09-30,22.171,,2021-09-30,272.94,272.86,,2021-09-30,394.4,394.52,,2021-09-30,8958,8956,,2021-09-30,161.5,161.43,,2021-09-30,82.02,82.02,,2021-09-30,645.9,645.9,,2021-09-30,430.82,430.82,,2021-09-30,116.88,117.12,,2021-09-30,347.68,347.54,,2021-09-30,2,17,,2021-09-30,571.33,571,,2021-09-30,369.35,367.1,,2021-09-30,141.5,141.32,,-7%,,,2021-09-30,48.493,48.493,,-2.5%,,,2021-09-30,21.4775,21.4775,,-7.0%,,,2021-09-30,53.25,53.2,,-9.4%,,,2021-09-30,46.46,46.44,,-5.9%,,,2021-09-30,610.34,610.04,,7.2%,,,2021-10-29,2383.55,2383.55,,10.3%,,,2021-10-29,1155.29,1155.29,,0.7%
2021-08-31,76700,76600,,2021-08-31,22.385,22.378,,2021-08-31,47008.53,,2021-08-31,23.06,23.06,,2021-08-31,62.72,62.72,,2021-08-31,1813.62,,2021-08-31,1.3088,7.0768,,2021-08-31,23.8943,,2021-08-31,285.77,285.63,,2021-08-31,415.05,415.18,,2021-08-31,8514,8513,,2021-08-31,173.13,173.11,,2021-08-31,74.3,74.28,,2021-08-31,704.5,704.5,,2021-08-31,453.71,453.62,,2021-08-31,127.46,127.06,,2021-08-31,346.23,346.18,,2021-08-31,16.2,17,,2021-08-31,554.95,554.62,,2021-08-31,356.5,354.28,,2021-08-31,151.83,151.83,,4%,,,2021-08-31,49.721,49.723,,2.4%,,,2021-08-31,23.0956,23.0931,,-2.9%,,,2021-08-31,58.75,58.75,,3.3%,,,2021-08-31,49.3667,49.34,,3.9%,,,2021-08-31,569.19,569.19,,10.0%,,,2021-09-30,2161.85,2161.85,,12.5%,,,2021-09-30,1147.55,1142.88,,11.6%
2021-07-30,78500,78500,,2021-07-30,19.499,19.489,,2021-07-31,41540.22,,2021-07-30,21.96,21.93,,2021-07-30,56.4,56.35,,2021-07-30,1814.19,,2021-07-30,1.2223,-16.7391,,2021-07-30,25.4912,,2021-07-30,278.29,278.24,,2021-07-30,403.15,403.1,,2021-07-30,8268,8267,,2021-07-30,172.2,172.2,,2021-07-30,72.94,72.88,,2021-07-30,639,639,,2021-07-30,440.4,440.41,,2021-07-30,120.84,121,,2021-07-30,385.94,385.95,,2021-07-30,16.2,17,,2021-07-30,540.01,540.01,,2021-07-30,372.4,372.4,,2021-07-30,145.86,145.86,,6%,,,2021-07-30,48.54,48.539,,1.8%,,,2021-07-30,23.7744,23.7744,,5.0%,,,2021-07-30,56.9,56.65,,-26.1%,,,2021-07-30,47.5167,47.5167,,1.1%,,,2021-07-30,517.57,517.62,,-2.0%,,,2021-08-31,1921.6,1921.6,,12.1%,,,2021-08-31,1028.62,1028.62,,10.9%
2021-06-30,80700,80700,,2021-06-30,20.0025,20.0025,,2021-06-30,34585,,2021-06-30,24.13,24.13,,2021-06-30,53.3,53.3,,2021-06-30,1770.11,,2021-06-30,1.468,-7.9227,,2021-06-30,26.1263,,2021-06-30,277.92,277.61,,2021-06-30,393.52,393.5,,2021-06-30,8683,8683,,2021-06-30,164.74,164.73,,2021-06-30,76.78,76.78,,2021-06-30,579.4,579.4,,2021-06-30,429.92,429.91,,2021-06-30,118.84,118.82,,2021-06-30,365.09,364.81,,2021-06-30,15.47,16.2,,2021-06-30,504.47,504.47,,2021-06-30,320.2,320.52,,2021-06-30,136.96,136.92,,10%,,,2021-06-30,47.684,47.661,,1.0%,,,2021-06-30,22.6444,22.6363,,6.8%,,,2021-06-30,77,76.85,,10.8%,,,2021-06-30,47.0067,47.0067,,-0.7%,,,2021-06-30,528.21,528.04,,5.1%,,,2021-07-30,1714.55,1714.55,,-1.0%,,,2021-07-30,927.11,927.11,,-3.6%
2021-05-31,80500,80400,,2021-05-28,16.2445,16.245,,2021-05-31,36690.89,,2021-05-28,22.5,22.49,,2021-05-28,50.65,50.56,,2021-05-31,1906.87,,2021-05-31,1.5943,-1.9414,,2021-05-31,28.0262,,2021-05-28,289.44,289.51,,2021-05-28,386.13,386.13,,2021-05-28,8046,8046,,2021-05-28,169.25,169.29,,2021-05-31,81.8,81.8,,2021-05-31,547.2,547.2,,2021-05-28,421.65,421.64,,2021-05-31,113.52,113.54,,2021-05-28,360.58,360.59,,2021-05-31,15.47,#N/A N/A,,2021-05-28,469.5,469.81,,2021-05-31,302.52,302.52,,2021-05-28,124.61,124.61,,-5%,,,2021-05-28,47.233,47.241,,3.5%,,,2021-05-28,21.2113,21.2113,,7.7%,,,2021-05-31,69.5,69.5,,8.1%,,,2021-05-28,47.3433,47.3567,,1.5%,,,2021-05-28,502.81,502.8,,-2.1%,,,2021-06-30,1732.5,1732.5,,8.5%,,,2021-06-30,961.43,961.43,,-2.3%
2021-04-30,81500,81500,,2021-04-30,15.0095,15.0093,,2021-04-30,56814.44,,2021-04-30,20.85,20.8,,2021-04-30,44.43,44.4,,2021-04-30,1769.13,,2021-04-30,1.6259,-6.5828,,2021-04-30,25.9169,,2021-04-30,274.95,274.57,,2021-04-30,383.57,383.6,,2021-04-30,7715,7715,,2021-04-30,162.73,162.69,,2021-04-30,66.72,66.72,,2021-04-30,541.2,541.2,,2021-04-30,418.88,418.88,,2021-04-30,116.76,117,,2021-04-30,382.06,381.85,,2021-04-30,14.74,15.47,,2021-04-30,470.23,470.23,,2021-04-30,262.48,262.55,,2021-04-30,131.46,131.51,,8%,,,2021-04-30,45.62,45.631,,-1.6%,,,2021-04-30,19.6981,19.6975,,4.4%,,,2021-04-30,64.3,64.1,,8.3%,,,2021-04-30,46.6367,46.6433,,3.0%,,,2021-04-30,513.47,513.52,,-1.6%,,,2021-05-31,1596.25,1589.2,,7.0%,,,2021-05-31,984.04,981.18,,8.3%
2021-03-31,81400,81400,,2021-03-31,13.3482,13.3482,,2021-03-31,58960.2,,2021-03-31,23.2,23.19,,2021-03-31,45.26,45.25,,2021-03-31,1707.71,,2021-03-31,1.7404,23.8811,,2021-03-31,24.4172,,2021-03-31,255.47,255.6,,2021-03-31,364.3,364.3,,2021-03-31,7247,7247,,2021-03-31,164.35,164.24,,2021-03-31,63.46,63.46,,2021-03-31,517,516.9,,2021-03-31,397.82,397.77,,2021-03-31,104.42,104.04,,2021-03-31,356.05,355.9,,2021-03-31,14.74,#N/A N/A,,2021-03-31,456.38,456.76,,2021-03-31,271.05,271.05,,2021-03-31,122.15,122.17,,1%,,,2021-03-31,46.366,46.366,,-1.3%,,,2021-03-31,18.8681,18.8681,,7.9%,,,2021-03-31,59.35,59.2,,-34.0%,,,2021-03-31,45.2767,45.2633,,4.5%,,,2021-03-31,521.66,521.75,,-3.2%,,,2021-04-30,1491.65,1491.95,,-4.3%,,,2021-04-30,908.52,908.5,,-0.4%
2021-02-26,82500,82500,,2021-02-26,13.7145,13.705,,2021-02-28,45248.24,,2021-02-26,22.78,22.77,,2021-02-26,44.25,44.24,,2021-02-26,1734.04,,2021-02-26,1.4049,31.8596,,2021-02-26,26.6677,,2021-02-26,240.51,240.29,,2021-02-26,349.59,349.63,,2021-02-26,6945,6943,,2021-02-26,158.46,158.26,,2021-02-26,58.84,59.9,,2021-02-26,465.35,465.35,,2021-02-26,381.77,381.75,,2021-02-26,102.06,101.68,,2021-02-26,353.85,353.56,,2021-02-26,14.74,#N/A N/A,,2021-02-26,450.08,450.01,,2021-02-26,283.25,282.55,,2021-02-26,121.26,121.2,,-8%,,,2021-02-26,46.987,46.972,,4.3%,,,2021-02-26,17.49,17.4825,,-9.0%,,,2021-02-26,89.9,89.85,,21.5%,,,2021-02-26,43.3067,43.29,,-7.5%,,,2021-02-26,538.85,538.2,,1.2%,,,2021-03-31,1558.05,1558.05,,10.7%,,,2021-03-31,912.44,912.44,,-4.0%
2021-01-29,82000,82000,,2021-01-29,12.9898,12.976,,2021-01-31,32601.26,,2021-01-29,20.47,20.42,,2021-01-29,33.63,33.63,,2021-01-29,1847.65,,2021-01-29,1.0655,16.6783,,2021-01-29,26.9872,,2021-01-29,227.87,227.67,,2021-01-29,340.18,340.23,,2021-01-29,7491,7491,,2021-01-29,163.13,162.89,,2021-01-29,56.02,56.02,,2021-01-29,439.45,439.45,,2021-01-29,371.52,371.51,,2021-01-29,104.8,105.04,,2021-01-29,316.29,316.01,,2021-01-29,14.74,#N/A N/A,,2021-01-29,509.7,509.2,,2021-01-29,228.25,227.28,,2021-01-29,131.96,131.8,,-1%,,,2021-01-29,45.05,44.972,,2.9%,,,2021-01-29,19.2225,19.2219,,5.8%,,,2021-01-29,74,73.8,,-9.0%,,,2021-01-29,46.83,46.8233,,-2.5%,,,2021-01-29,532.39,531.9,,-1.5%,,,2021-02-26,1406.9,1406.9,,-0.9%,,,2021-02-26,950.11,946.56,,13.2%
2020-12-30,81000,81000,,2020-12-31,13.055,13.0528,,2020-12-31,28996.28,,2020-12-31,18.61,18.61,,2020-12-31,30.94,30.87,,2020-12-31,1898.36,,2020-12-31,0.9132,8.8491,,2020-12-31,26.4023,,2020-12-31,231.87,231.84,,2020-12-31,343.69,343.61,,2020-12-31,7324,7324,,2020-12-31,157.38,157.23,,2020-12-30,57.72,59.2,,2020-12-31,397.55,397.55,,2020-12-31,375.39,375.19,,2020-12-30,107.22,107.48,,2020-12-31,356.94,356.29,,2020-12-31,14.04,#N/A N/A,,2020-12-31,465.78,465.56,,2020-12-31,199.68,199,,2020-12-31,132.69,132.58,,11%,,,2020-12-31,43.785,43.785,,9.0%,,,2020-12-31,18.1606,18.1475,,7.3%,,,2020-12-31,81.35,81.35,,#DIV/0!,,,2020-12-31,48.05,48.0267,,-5.7%,,,2020-12-31,540.73,540.71,,10.2%,,,2021-01-29,1420.3,1420.3,,-9.4%,,,2021-01-29,839.03,839.03,,-7.2%
